uf,municipio,codigo,escola,rede,saeb,rendimento
GO,Itajá,52067408,ESCOLA MUNICIPAL BELA VISTA,Municipal,,0.91698099904819
GO,Itapaci,52017311,COLEGIO ESTADUAL GERALDA ANDRADE MARTINS,Estadual,5.82683333333333,0.939018098737616
GO,Itapaci,52017320,ESCOLA ESTADUAL LUIZ ALVES MACHADO,Estadual,5.655,1.0
GO,Itapaci,52017354,ESCOLA ESTADUAL SANTA TEREZINHA,Estadual,,
GO,Itapaci,52017362,ESCOLA ESTADUAL VICENCA MARIA DE JESUS,Estadual,4.39533333333333,0.957498282069316
GO,Itapaci,52085040,ESC MUL LEONCIO JOSE DE SANTANA,Municipal,5.6155,0.901883829273441
GO,Itapirapuã,52003442,COLEGIO ESTADUAL ILIDIA MARIA PERILLO CAIADO,Estadual,,
GO,Itapirapuã,52003477,ESCOLA ESTADUAL DESEMBARGADOR MARIO CAIADO,Estadual,4.9855,0.990916190554482
GO,Itapirapuã,52003485,ESCOLA ESTADUAL NICO DE BARROS,Estadual,6.097,1.0
GO,Itapirapuã,52003752,COLEGIO ESTADUAL MARECHAL RIBAS JUNIOR,Estadual,4.73366666666667,0.928549539967474
GO,Itapuranga,52017575,COLEGIO ESTADUAL DE ITAPURANGA,Estadual,,
GO,Itapuranga,52017605,COLEGIO ESTADUAL CORONEL VIRGILIO JOSE DE BARROS,Estadual,,0.936271590232281
GO,Itapuranga,52017630,ESCOLA ESTADUAL JOAQUIM DA SILVA MOREIRA,Estadual,5.79633333333333,0.924971883259293
GO,Itapuranga,52017664,COLEGIO ESTADUAL JOSE PEREIRA DE FARIA,Estadual,6.27666666666667,0.969694443495927
GO,Itapuranga,52017699,ESCOLA ESTADUAL MILTON CAMILO DE FARIA,Estadual,,
GO,Itapuranga,52017702,ESC MUN BETEL,Municipal,5.65516666666667,0.924538466644365
GO,Itapuranga,52017745,ESCOLA ESTADUAL ZICO COELHO,Estadual,6.22916666666667,0.95263000303557
GO,Itapuranga,52018164,COLEGIO ESTADUAL FARNESE RABELO,Estadual,,0.920950801547816
GO,Itapuranga,52077900,ESC MUN VERA CRUZ,Municipal,5.40633333333333,0.846140094602591
GO,Itarumã,52067459,COLEGIO ESTADUAL COELHO NETO,Estadual,5.8275,0.888312273276714
GO,Itauçu,52024369,COLEGIO DA POLICIA MILITAR DE GOIAS DE ITAUCU,Estadual,5.518,0.934142721475049
GO,Itauçu,52095282,ESCOLA MUNICIPAL CESARIO LOPES DE OLIVEIRA DE ORDALIA,Municipal,5.27016666666667,1.0
GO,Itumbiara,52059332,COLEGIO ESTADUAL DOM VELOSO,Estadual,5.57566666666667,0.969
GO,Itumbiara,52059340,COLEGIO ESTADUAL POLIVALENTE DOUTOR MENEZES JUNIOR,Estadual,5.73583333333333,0.998240764011058
GO,Itumbiara,52059359,ESCOLA MUNICIPAL FLORIANO DE CARVALHO,Municipal,,0.939520957324228
GO,Itumbiara,52059375,ESCOLA MUNICIPAL DE TEMPO INTEGRAL DONA VENANCIA MAGALHAES COTRIM,Municipal,,1.0
GO,Itumbiara,52059456,ESCOLA ESTADUAL ADELINO LOPES DE MOURA,Estadual,5.05533333333333,0.901500646921916
GO,Itumbiara,52059464,COLEGIO ESTADUAL ADONIRO MARTINS DE ANDRADE,Estadual,,
GO,Itumbiara,52059472,COLEGIO ESTADUAL DAMORES DO AMARAL MEDEIROS,Estadual,5.65966666666667,1.0
GO,Itumbiara,52059502,COLEGIO ESTADUAL DOUTOR JOSE FELICIANO FERREIRA,Estadual,6.50016666666667,1.0
GO,Itumbiara,52059537,COLEGIO ESTADUAL ERMELINDO FELIX DE MIRANDA,Estadual,5.90533333333333,1.0
GO,Itumbiara,52059545,COLEGIO ESTADUAL FELIX DE ALMEIDA,Estadual,5.47083333333333,0.991803278688525
GO,Itumbiara,52059553,COLEGIO ESTADUAL GENERAL CUNHA MATTOS,Estadual,5.67866666666667,1.0
GO,Itumbiara,52059561,ESCOLA ESTADUAL HOMERO ORLANDO RIBEIRO,Estadual,6.39533333333333,1.0
GO,Itumbiara,52059588,COLEGIO ESTADUAL JOSE FLAVIO SOARES,Estadual,5.54416666666667,1.0
GO,Itumbiara,52059596,COLEGIO ESTADUAL MAURO BORGES TEIXEIRA,Estadual,,
GO,Itumbiara,52059600,COLEGIO ESTADUAL RUI BARBOSA,Estadual,6.92383333333333,1.0
GO,Itumbiara,52059626,COLEGIO ESTADUAL SEBASTIAO XAVIER,Estadual,5.557,0.955850934047479
GO,Itumbiara,52059669,ESC MUL ALEXANDRE ARCIPRETTI,Municipal,,0.768482662527779
GO,Itumbiara,52059693,ESC MUL DO 1º GRAU ROTARY CLUB,Municipal,,
GO,Itumbiara,52059758,ESC MUL MARIA LEOPOLDINA DE CARVALHO,Municipal,,0.981072904662122
GO,Itumbiara,52059774,ESCOLA MUNICIPAL DE TEMPO INTEGRAL QUIM MACHADO,Municipal,5.80666666666667,0.950070671664895
GO,Itumbiara,52059790,ESCOLA MUNICIPAL OSCAR DOMINGOS DA COSTA,Municipal,,
GO,Itumbiara,52059901,ESCOLA MUNICIPAL PROFESSOR ALAOR DIAS MACHADO,Municipal,,0.957476058168066
GO,Itumbiara,52059910,COLEGIO ESTADUAL EMILIA MARIA GUIMARAES,Estadual,5.36433333333333,0.976189837060103
GO,Itumbiara,52088413,COLEGIO DA POLICIA MILITAR DE GOIAS UNIDADE DIONARIA ROCHA,Estadual,6.6255,0.955025143017877
GO,Itumbiara,52188507,ESCOLA MUNICIPAL DE TEMPO INTEGRAL AMADEU PEDRO DE OLIVEIRA,Municipal,,
GO,Ivolândia,52027678,COLEGIO ESTADUAL ANTENOR PADILHA,Estadual,5.53533333333333,1.0
GO,Jandaia,52056635,COLEGIO ESTADUAL JOSE DE FARIAS CAMPOS SOBRINHO,Estadual,5.53183333333333,0.961038961038961
GO,Jandaia,52056694,INSTITUTO DE EDUCACAO FRANCISCO MOURA,Municipal,,0.97310521392829
GO,Jaraguá,52024610,COLEGIO ESTADUAL DIOGENES DE CASTRO RIBEIRO,Estadual,,
GO,Jaraguá,52024628,COLEGIO ESTADUAL SILVIO DE CASTRO RIBEIRO,Estadual,5.80316666666667,0.936628603137537
GO,Jaraguá,52024679,COLEGIO ESTADUAL BALTHAZAR DE FREITAS,Estadual,5.557,0.984367018825494
GO,Jaraguá,52024695,ESCOLA ESTADUAL DE ARTULANDIA,Estadual,4.89416666666667,0.977504565666721
GO,Jaraguá,52024725,ESCOLA ESTADUAL DR ORNELO MACHADO,Estadual,5.6835,0.995728681644473
GO,Jaraguá,52024733,COLEGIO ESTADUAL MANOEL RIBEIRO FREITAS MACHADO,Estadual,6.43783333333333,1.0
GO,Jaraguá,52024741,COLEGIO ESTADUAL SAO JOSE,Estadual,5.31216666666667,0.902121563619652
GO,Jaraguá,52025217,ESC MUL SAO PEDRO,Municipal,4.82183333333333,0.924579039327143
GO,Jataí,52052524,COLEGIO ESTADUAL JOAO ROBERTO MOREIRA,Estadual,,
GO,Jataí,52052532,COLEGIO ESTADUAL MARCONDES DE GODOY,Estadual,5.90966666666667,0.937704075462571
GO,Jataí,52052540,COLEGIO DA POLICIA MILITAR DE GOIAS NESTORIO RIBEIRO,Estadual,7.0135,1.0
GO,Jataí,52052559,ESCOLA MUNICIPAL DAVID FERREIRA,Municipal,,
GO,Jataí,52052613,COLEGIO ESTADUAL ALCANTARA DE CARVALHO,Estadual,6.209,1.0
GO,Jataí,52052621,COLEGIO ESTADUAL EMILIA FERREIRA DE CARVALHO,Estadual,5.46316666666667,0.900343103448027
GO,Jataí,52052630,COLEGIO ESTADUAL FREI DOMINGOS,Estadual,5.6115,0.884069923704235
GO,Jataí,52052656,COLEGIO ESTADUAL JOSE FELICIANO FERREIRA,Estadual,,
GO,Jataí,52052664,ESCOLA ESTADUAL JOSE MANOEL VILELA,Estadual,5.53966666666667,0.912309923211527
GO,Jataí,52052672,COLEGIO ESTADUAL POLIVALENTE DANTE MOSCONI,Estadual,6.68083333333333,0.980860049866716
GO,Jataí,52052680,COLEGIO ESTADUAL SERAFIM DE CARVALHO,Estadual,6.04933333333333,1.0
GO,Jataí,52052737,ESCOLA MUNICIPAL ANTONIO TOSTA DE CARVALHO,Municipal,,
GO,Jataí,52052834,ESCOLA MUNICIPAL CLOBERTINO NAVES DA CUNHA,Municipal,5.08716666666667,0.927025564406173
GO,Jataí,52052850,ESCOLA MUNICIPAL DEPUTADO MANOEL DA COSTA LIMA,Municipal,,
GO,Jataí,52052885,ESCOLA MUNICIPAL FLAVIO VILELA,Municipal,,
GO,Jataí,52053024,ESCOLA MUNICIPAL ROMUALDA DE BARROS,Municipal,4.49033333333333,0.912716296508118
GO,Jataí,52053180,ESCOLA MUNICIPAL PROFA ISABEL F M E SILVA,Municipal,,
GO,Jataí,52053199,ESCOLA MUNICIPAL PROF LUZIANO DIAS DE FREITAS,Municipal,,0.833885020928434
GO,Jataí,52053210,ESCOLA ESTADUAL WASHINGTON BARROS FRANCA,Estadual,5.131,0.867816564452967
GO,Jataí,52053237,ESCOLA MUNICIPAL RIO PARAISO III,Municipal,5.831,1.0
GO,Jataí,52071944,ESCOLA MUNICIPAL PROF JOAO JUSTINO OLIVEIRA CAIC,Municipal,,
GO,Jataí,52082717,ESCOLA MUNICIPAL IRMA SCHEILLA,Municipal,,
GO,Jaupaci,52027783,COLEGIO ESTADUAL GETULIO VARGAS,Estadual,5.94966666666667,0.98989846933543
GO,Jesúpolis,52025411,COLEGIO ESTADUAL CANDIDO DIAS,Estadual,6.201,0.993370729219786
GO,Joviânia,52059952,ESCOLA ESTADUAL ALFREDO NASSER,Estadual,,0.992849846782431
GO,Joviânia,52094677,ESCOLA MUNICIPAL PROFESSORA ADELIA AUGUSTA DE OLIVEIRA,Municipal,5.76933333333333,0.966845794560156
GO,Jussara,52003787,COLEGIO ESTADUAL DOM BOSCO,Estadual,,
GO,Jussara,52003795,ESCOLA AGRICOLA COMENDADOR JOAO MARCHESI,Municipal,,0.962745111911897
GO,Jussara,52003809,COLEGIO ESTADUAL DOUTOR BRASIL RAMOS CAIADO,Estadual,,
GO,Jussara,52003817,ESCOLA ESTADUAL GERCINA BORGES TEIXEIRA,Estadual,4.82283333333333,0.969935328760487
GO,Jussara,52003833,COLEGIO ESTADUAL JANDIRA PONCIANO DOS PASSOS,Estadual,5.47566666666667,1.0
GO,Jussara,52003850,COLEGIO ESTADUAL DA POLICIA MILITAR UNIDADE MARIA TEREZA GARCIA NETA BENTO  CEPMG,Estadual,6.12333333333333,0.993200916886261
GO,Jussara,52003868,COLEGIO ESTADUAL MAL RONDON,Estadual,,0.98456709390531
GO,Jussara,52003973,ESCOLA MUNICIPAL FRANCISCO RODRIGUES REBOUCAS,Municipal,5.13366666666667,1.0
GO,Jussara,52077063,ESCOLA MUNICIPAL IZAURA MARIA DA SILVA,Municipal,,1.0
GO,Lagoa Santa,52067343,COLEGIO ESTADUAL DEPUTADO JOSE ALVES DE ASSIS,Estadual,5.72116666666667,1.0
GO,Leopoldo de Bulhões,52039005,COLEGIO ESTADUAL SALIM AFIUNE,Estadual,5.5405,0.984771573604061
GO,Leopoldo de Bulhões,52039030,ESCOLA ESTADUAL GERALDA LUZIA VECCE,Estadual,5.25066666666667,0.99492385786802
GO,Leopoldo de Bulhões,52039161,ESCOLA MUNICIPAL VESPASIANO DA COSTA FERREIRA,Municipal,,
GO,Leopoldo de Bulhões,52039188,ESCOLA MUNICIPAL RONALDO ROBERTO ROCHA,Municipal,4.99416666666667,0.917995996379844
GO,Luziânia,52047270,COLEGIO ESTADUAL PROFESSOR ANTONIO MARCO DE ARAUJO,Estadual,4.877,0.955717860657038
GO,Luziânia,52047318,COLEGIO ESTADUAL PROFESSORA MARIA PEREIRA VASCONCELOS,Estadual,5.57,0.961504526471554
GO,Luziânia,52047431,COLEGIO ESTADUAL ALCEU DE ARAUJO RORIZ,Estadual,5.35933333333333,0.961910489673341
GO,Luziânia,52047458,COLEGIO ESTADUAL CONEGO RAMIRO,Estadual,6.18216666666667,0.98223399346464
GO,Luziânia,52047474,COLEGIO ESTADUAL EPAMINONDAS RORIZ,Estadual,5.375,0.962998434870528
GO,Luziânia,52047482,COLEGIO ESTADUAL ILIDIO DE SOUZA LEMOS,Estadual,5.43416666666667,1.0
GO,Luziânia,52047504,COLEGIO ESTADUAL PADRE DARIO DE ROMEDIS,Estadual,5.6065,0.954822976257795
GO,Luziânia,52047512,COLEGIO ESTADUAL POSTO IPE,Estadual,5.30566666666667,0.97196489781585
GO,Luziânia,52047520,COLEGIO ESTADUAL PROFESSOR JOSUE MEIRELES,Estadual,5.772,0.95608199857488
GO,Luziânia,52047539,COLEGIO ESTADUAL PROFESSOR JOSE CARNEIRO FILHO,Estadual,5.725,0.958886649802885
GO,Luziânia,52047547,COLEGIO ESTADUAL PROFESSORA LOURDES DE OLIVEIRA SAMPAIO,Estadual,5.4025,0.945844542905369
GO,Luziânia,52048730,COLEGIO ESTADUAL MINGONE,Estadual,5.59916666666667,0.984373620419415
GO,Luziânia,52069095,COLEGIO ESTADUAL HELENA LUZIA RODRIGUES QUEIROZ,Estadual,4.9765,0.918751504911592
GO,Luziânia,52069109,COLEGIO ESTADUAL PROFESSORA MARIA LUIZA DA SILVA,Estadual,5.83716666666667,0.970669255903514
GO,Luziânia,52073513,COLEGIO ESTADUAL SAMAMBAIA,Estadual,6.0615,0.930927070622099
GO,Luziânia,52075117,ESCOLA ESTADUAL SANDRA MEIRELES RORIZ,Estadual,5.00533333333333,0.985095219181805
GO,Luziânia,52076822,COLEGIO ESTADUAL FRANCISCO MACHADO DE ARAUJO,Estadual,,0.925447520388435
GO,Luziânia,52076830,COLEGIO ESTADUAL VASCO DOS REIS GONCALVES,Estadual,5.86816666666667,0.978023461333716
GO,Luziânia,52076849,COLEGIO ESTADUAL NAIR TIECHER,Estadual,5.274,0.984253838005783
GO,Luziânia,52076857,COLEGIO ESTADUAL OSFAYA,Estadual,5.13133333333333,1.0
GO,Luziânia,52076865,COLEGIO ESTADUAL REINALDO CANDIDO DE ARAUJO,Estadual,5.09766666666667,0.962138084632517
GO,Luziânia,52077039,COLEGIO ESTADUAL CECILIA MEIRELES,Estadual,,0.983223182511439
GO,Luziânia,52079023,COLEGIO ESTADUAL PADRE JOSE BAZZON,Estadual,4.86,0.950382494407137
GO,Luziânia,52082458,COLEGIO ESTADUAL PROFESSORA ESTER DA CUNHA PERES,Estadual,5.1665,0.996462860030318
GO,Luziânia,52082466,ESCOLA ESTADUAL MINGONE II,Estadual,,
GO,Luziânia,52082474,COLEGIO ESTADUAL CORACAO DE MARIA,Estadual,4.64516666666667,0.936431349271282
GO,Luziânia,52084485,COLEGIO ESTADUAL ABIGAIL BRASIL DA SILVEIRA,Estadual,4.943,0.966663408358382
GO,Luziânia,52088731,COLEGIO ESTADUAL MARIA ABADIA MEIRELES SHINOHARA,Estadual,5.08366666666667,0.958682153265595
GO,Luziânia,52092186,COLEGIO ESTADUAL DONA TORINHA,Estadual,6.07566666666667,0.99138521902229
GO,Luziânia,52094227,ESCOLA ESTADUAL PROFESSORA NEIDE DIB SALOMAO REIS,Estadual,4.807,0.95873036716042
GO,Luziânia,52096874,CENTRO MUNICIPAL DE EDUCACAO BASICA MANOEL FERNANDES VIEIRA,Municipal,,
GO,Luziânia,52116409,COLEGIO ESTADUAL MARIA ABADIA SALOMAO,Estadual,5.77716666666667,0.983712418804937
GO,Mairipotaba,52060004,COLEGIO ESTADUAL ANGELO URZEDA,Estadual,5.14,0.949974629596376
GO,Mambaí,52041689,COLEGIO ESTADUAL SEBASTIAO MOREIRA DA SILVEIRA,Estadual,4.86316666666667,0.945323768848673
GO,Mambaí,52091902,ESCOLA ESTADUAL VALTER MOREIRA DOS SANTOS,Estadual,5.33833333333333,0.991665735397095
GO,Mara Rosa,52007022,COLEGIO ESTADUAL PRESIDENTE CASTELO BRANCO,Estadual,5.755,0.982300457284969
GO,Mara Rosa,52007073,COLEGIO ESTADUAL PROFESSOR JULIO CAVALCANTI,Estadual,5.924,0.982360708007841
GO,Mara Rosa,52007120,ESCOLA MUNICIPAL BARAO DO RIO BRANCO,Municipal,,1.0
GO,Marzagão,52060039,COLEGIO ESTADUAL RAULINA DA FONSECA PASCOAL,Estadual,6.19183333333333,0.982867125507777
GO,Matrinchã,52004260,COLEGIO ESTADUAL ALCIDES RAMOS JUBE,Estadual,5.13016666666667,0.985386221294363
GO,Matrinchã,52004279,COLEGIO ESTADUAL ARTHUR DA COSTA E SILVA,Estadual,5.187,1.0
GO,Maurilândia,52053296,COLEGIO ESTADUAL SEBASTIAO ALVES FERREIRA,Estadual,5.71583333333333,0.993370729219786
GO,Maurilândia,52053318,ESCOLA ESTADUAL JOSE MADALENA,Estadual,5.05233333333333,0.942090519117757
GO,Mimoso de Goiás,52049183,COLEGIO ESTADUAL TIRADENTES,Estadual,4.11983333333333,0.903198952458684
GO,Minaçu,52007650,COLEGIO ESTADUAL ANTONIO ALBINO FERREIRA,Estadual,5.76633333333333,0.990221307256819
GO,Minaçu,52007669,COLEGIO ESTADUAL JOAQUIM THOME DE ALMEIDA,Estadual,,
GO,Minaçu,52007685,EDUCANDARIO EVANGELICO GONCALVES DIAS,Estadual,,
GO,Minaçu,52007707,ESCOLA ESTADUAL BIJAMIN TAVARES DA SILVA,Estadual,5.77333333333333,0.996718000504923
GO,Minaçu,52007715,COLEGIO ESTADUAL MINISTRO SANTIAGO DANTAS,Estadual,5.386,0.931638856189664
GO,Minaçu,52007863,ESC MUL MAURA COELHO BARROS,Municipal,4.9485,0.920769371512416
GO,Minaçu,52008029,ESCOLA MUNICIPAL RURAL SALOMAO COELHO BIZERRA,Municipal,,0.979570177765986
GO,Minaçu,52008096,ESCOLA MUNICIPAL RURAL SAO LUCAS,Municipal,5.28266666666667,0.924838509673969
GO,Minaçu,52008312,COLEGIO ESTADUAL SANTO ANTONIO DE CANA BRAVA,Estadual,5.099,0.912803301973006
GO,Minaçu,52073688,ESCOLA MUNICIPAL RURAL SAO SALVADOR,Municipal,,0.942203245765569
GO,Mineiros,52053377,COLEGIO ESTADUAL DEPUTADO JOSE ALVES DE ASSIS,Estadual,6.31666666666667,0.997734709287692
GO,Mineiros,52053385,COLEGIO ESTADUAL POLIVALENTE ANTONIO C PANIAGO,Estadual,5.36116666666667,1.0
GO,Mineiros,52053423,ESCOLA ESTADUAL ANTONIO CARRIJO DE SOUZA,Estadual,6.39283333333333,0.989023387293414
GO,Mineiros,52053431,ESCOLA ESTADUAL ARQUILINO ALVES DE BRITO,Estadual,5.746,0.915449363196279
GO,Mineiros,52053466,COLEGIO ESTADUAL DONA TONICA,Estadual,6.34516666666667,0.960126267910958
GO,Mineiros,52053644,ESCOLA MUNICIPAL MARIA AP DE ALMEIDA PANIAGO,Municipal,,
GO,Mineiros,52069168,COLEGIO ESTADUAL PROFESSORA ALICE PEREIRA ALVES,Estadual,5.5155,0.95849711624478
GO,Mineiros,52076261,COLEGIO ESTADUAL DOM ERIC JAMES DEITCHMAN,Estadual,5.7995,0.968352144099229
GO,Mineiros,52097528,COLEGIO ESTADUAL HELENA OLIVEIRA PANIAGO,Estadual,5.34583333333333,0.891201403793026
GO,Moiporá,52027899,COLEGIO ESTADUAL JOSE MARCELINO,Estadual,6.26283333333333,1.0
GO,Monte Alegre de Goiás,52013570,COLEGIO ESTADUAL ANTONIO JOSE DE OLIVEIRA,Estadual,,
GO,Monte Alegre de Goiás,52013618,COLEGIO ESTADUAL DONA JOAQUINA PINHEIRO,Estadual,4.80566666666667,0.882531306348844
GO,Monte Alegre de Goiás,52013650,COLEGIO ESTADUAL PROFESSOR IRANY NUNES DO PRADO,Estadual,5.2175,0.956472583380441
GO,Monte Alegre de Goiás,52071740,ESCOLA ESTADUAL CALUNGA V,Estadual,3.53966666666667,0.977872567315383
GO,Montes Claros de Goiás,52005496,ESCOLA MUNICIPAL DR MIGUEL FERREIRA LIMA,Municipal,5.39083333333333,0.979557127793462
GO,Montes Claros de Goiás,52005500,COLEGIO ESTADUAL FRANCISCO MODESTO DA SILVA,Estadual,,
GO,Montes Claros de Goiás,52005518,ESCOLA ESTADUAL JOSE DILMA MACIEL,Estadual,5.46383333333333,1.0
GO,Montes Claros de Goiás,52005593,ESCOLA MUNICIPAL PROFESSOR JOSE ROSA DE OLIVEIRA,Municipal,5.409,1.0
GO,Montes Claros de Goiás,52093590,ESCOLA MUNICIPAL MARIA RAIMUNDA GOMES DO NASCIMENTO,Municipal,5.69183333333333,1.0
GO,Montividiu,52053806,ESC MUL ARMANDO GOMES DA FONSECA,Municipal,4.9815,0.913153197216812
GO,Montividiu do Norte,52008320,COLEGIO ESTADUAL CHICO MENDES,Estadual,5.37183333333333,0.985386221294363
GO,Montividiu do Norte,52008339,COLEGIO ESTADUAL DA MATA AZUL,Estadual,4.49283333333333,1.0
GO,Montividiu do Norte,52008479,ESC MUL ENS FUND PROF CARLOS R OLIVEIRA,Municipal,,0.908968381768924
GO,Montividiu do Norte,52072339,ESC MUL MARIA DOS SANTOS DA CRUZ COSTA,Municipal,,0.947310243183493
GO,Morrinhos,52060071,COLEGIO ESTADUAL CORONEL PEDRO NUNES,Estadual,5.51833333333333,0.900147557762414
GO,Morrinhos,52060098,COLEGIO ESTADUAL XAVIER DE ALMEIDA,Estadual,4.88966666666667,0.859367720492247
GO,Morrinhos,52060152,ESCOLA MUNICIPAL EUDOXIO DE FIGUEIREDO,Municipal,5.84566666666667,0.98311839835364
GO,Morrinhos,52060160,COLEGIO ESTADUAL MARIQUITA COSTA,Estadual,5.03166666666667,0.913872414760388
GO,Morrinhos,52060209,COLEGIO ESTADUAL SILVIO GOMES DE MELO FILHO,Estadual,5.89333333333333,0.934481866763484
GO,Morrinhos,52060624,ESC MUL CELESTINO FILHO,Municipal,5.88316666666667,0.90367126446247
GO,Morrinhos,52069206,COLEGIO ESTADUAL SYLVIO DE MELLO,Estadual,6.56783333333333,1.0
GO,Morro Agudo de Goiás,52018172,COLEGIO ESTADUAL RAMIRO PEDRO,Estadual,5.23283333333333,0.987551867219917
GO,Mossâmedes,52029425,COLEGIO ESTADUAL BARAO DE MOSSAMEDES,Estadual,6.08733333333333,0.996462860030318
GO,Mozarlândia,52000648,COLEGIO ESTADUAL COSTA E SILVA,Estadual,5.314,0.971478098551531
GO,Mozarlândia,52000680,ESC MUL CHAGAS GUEDES,Municipal,,0.813225035259842
GO,Mozarlândia,52000826,ESCOLA ESTADUAL GETULIO DEDIO DE BRITO,Estadual,5.69916666666667,0.957047290255813
GO,Mundo Novo,52000842,COLEGIO ESTADUAL OTAVIANO SANTOS CALDAS,Estadual,5.19616666666667,0.869862509127973
GO,Mundo Novo,52096254,COLEGIO ESTADUAL PROFESSORA IVANIA MARIA FERRASSOLI,Estadual,5.85083333333333,0.91263283842549
GO,Mutunópolis,52008487,COLEGIO ESTADUAL JOAO TEODORO DE OLIVEIRA,Estadual,5.5885,0.98524169309361
GO,Nazário,52029620,COLEGIO ESTADUAL PROFESSOR EDMIR POVOA LEMES,Estadual,5.117,0.805128583727245
GO,Nazário,52029654,COLEGIO ESTADUAL MAJOR GETULINO ARTIAGA,Estadual,5.7,0.937965568236953
GO,Nerópolis,52039200,COLEGIO ESTADUAL DOUTOR NEGREIROS,Estadual,5.4185,0.963953129909732
GO,Nerópolis,52039226,COLEGIO ESTADUAL MARTINIANO DE CARVALHO,Estadual,5.15516666666667,0.909209496582724
GO,Nerópolis,52039234,COLEGIO ESTADUAL MAURO BORGES TEIXEIRA,Estadual,6.10483333333333,0.984877795538029
GO,Nerópolis,52039366,INST MUL JOAO PAULO II,Municipal,5.0895,0.925881337556523
GO,Nerópolis,52075931,ESCOLA MUNICIPAL PROFESSOR OSCARINO CAETANO DE REZENDE,Municipal,5.2275,0.860312569439829
GO,Niquelândia,52008657,COLEGIO ESTADUAL PAULO FRANCISCO DA SILVA,Estadual,5.36466666666667,0.966869094908272
GO,Niquelândia,52008681,COLEGIO ESTADUAL JOAQUIM MARIA DE GODOI,Estadual,5.50233333333333,0.938361826126854
GO,Niquelândia,52008703,COLEGIO ESTADUAL CORONEL JOAQUIM TAVEIRA,Estadual,5.90516666666667,0.976979905421524
GO,Niquelândia,52008711,ESC MUL JOSE DE ALENCAR,Municipal,4.61233333333333,0.921844504036041
GO,Niquelândia,52008720,ESCOLA ESTADUAL PROFESSOR AGOSTINHO NUNES DE SOUZA,Estadual,4.97416666666667,0.990750256937307
GO,Niquelândia,52008738,COLEGIO ESTADUAL PROFESSOR JOAQUIM FRANCISCO SANTIAGO,Estadual,5.15683333333333,0.991277578245254
GO,Niquelândia,52008746,COLEGIO ESTADUAL THOMAZ ADORNO,Estadual,5.44766666666667,0.976454158740046
GO,Niquelândia,52008797,ESC MUL BARTOLOMEU BUENO DA SILVA,Municipal,,
GO,Niquelândia,52008940,ESC MUL JUSCELINO K DE OLIVEIRA,Municipal,,
GO,Niquelândia,52008967,ESCOLA MUNICIPAL MANOEL RODRIGUES TOMAS,Municipal,,
GO,Niquelândia,52009106,ESC MUL PE VALENTIM RODRIGUES,Municipal,5.15816666666667,0.838464212931815
GO,Nova América,52018318,COLEGIO ESTADUAL ALVAMIR FARIA DOS ANJOS,Estadual,6.001,1.0
GO,Nova Aurora,52066525,COLEGIO ESTADUAL ILLYDIA MARIA PERILO CAIADO,Estadual,5.23683333333333,0.965516859249343
GO,Nova Crixás,52000923,COLEGIO ESTADUAL ZILO FERREIRA FEITOSA,Estadual,5.22983333333333,0.949464217785955
GO,Nova Crixás,52000931,COLEGIO ESTADUAL ZIZI PERILLO CAIADO,Estadual,,
GO,Nova Crixás,52000958,ESC MUL ALVORADA,Municipal,,0.753398514362315
GO,Nova Crixás,52001075,ESC MUL ALTERNATIVA,Municipal,4.947,0.835201330885266
GO,Nova Crixás,52001130,COLEGIO ESTADUAL BASILIO EVANGELISTA ROSA,Estadual,5.097,0.921377753486246
GO,Nova Glória,52018393,COLEGIO ESTADUAL ANTONIO LUIZ LACERDA,Estadual,6.22233333333333,1.0
GO,Nova Glória,52018407,ESCOLA ESTADUAL MARIA DA CONSOLACAO SILVA,Estadual,5.163,0.957731415664991
GO,Nova Glória,52018415,COLEGIO ESTADUAL HELOISA DE FATIMA VARGAS,Estadual,4.61266666666667,1.0
GO,Nova Glória,52018423,COLEGIO ESTADUAL BEZERRA DE MENEZES,Estadual,5.6375,1.0
GO,Nova Glória,52018431,ESCOLA ESTADUAL EDSON AYRES PEREIRA,Estadual,4.93383333333333,1.0
GO,Nova Iguaçu de Goiás,52010171,ESCOLA ESTADUAL MARECHAL COSTA E SILVA,Estadual,5.3375,0.987587437989082
GO,Nova Roma,52013880,COLEGIO ESTADUAL MAL HUMBERTO DE ALENCAR CASTELO BRANCO,Estadual,4.71166666666667,0.993370729219786
GO,Nova Veneza,52025454,COLEGIO ESTADUAL FRANCISCO ALVES,Estadual,5.4075,1.0
GO,Nova Veneza,52025489,ESCOLA ESTADUAL JOSE PEIXOTO,Estadual,5.63533333333333,0.995479658463084
GO,Novo Brasil,52027996,COLEGIO ESTADUAL ALFREDO NASSER,Estadual,5.59383333333333,0.909895595204675
GO,Novo Gama,52047172,CAIC NOVO GAMA,Estadual,4.92866666666667,0.840665463616702
GO,Novo Gama,52047202,COLEGIO ESTADUAL NOVO GAMA,Estadual,,0.891597264550409
GO,Novo Gama,52047490,ESCOLA ESTADUAL NOVO GAMA,Estadual,4.96516666666667,0.866920909179691
GO,Novo Gama,52047555,COLEGIO ESTADUAL PROFESSOR BENEDITO VIEIRA DE SA,Estadual,,0.835224003322744
GO,Novo Gama,52075478,COLEGIO ESTADUAL HERBERT DE SOUZA,Estadual,5.13466666666667,0.863737042904095
